,iso_code,region_group,income_group,country,year,category,sex,comp_upsec_v2_m
182982,BGR,Europe and Northern America,Upper middle income,Bulgaria,2015,Sex,Female,0.890699983
182983,BGR,Europe and Northern America,Upper middle income,Bulgaria,2015,Sex,Male,0.865700006
183038,BGR,Europe and Northern America,Upper middle income,Bulgaria,2016,Total,,0.866900027
183045,BGR,Europe and Northern America,Upper middle income,Bulgaria,2016,Sex,Female,0.882300019
183046,BGR,Europe and Northern America,Upper middle income,Bulgaria,2016,Sex,Male,0.852199972
183101,BGR,Europe and Northern America,Upper middle income,Bulgaria,2017,Total,,0.85769999
183108,BGR,Europe and Northern America,Upper middle income,Bulgaria,2017,Sex,Female,0.842000008
183109,BGR,Europe and Northern America,Upper middle income,Bulgaria,2017,Sex,Male,0.871299982
183164,BGR,Europe and Northern America,Upper middle income,Bulgaria,2018,Total,,0.87620002
183171,BGR,Europe and Northern America,Upper middle income,Bulgaria,2018,Sex,Female,0.873899996
183172,BGR,Europe and Northern America,Upper middle income,Bulgaria,2018,Sex,Male,0.878600001
183227,BGR,Europe and Northern America,Upper middle income,Bulgaria,2019,Total,,0.842499971
183234,BGR,Europe and Northern America,Upper middle income,Bulgaria,2019,Sex,Female,0.863099992
183235,BGR,Europe and Northern America,Upper middle income,Bulgaria,2019,Sex,Male,0.823300004
183290,BGR,Europe and Northern America,Upper middle income,Bulgaria,2020,Total,,0.851100028
183297,BGR,Europe and Northern America,Upper middle income,Bulgaria,2020,Sex,Female,0.861800015
183298,BGR,Europe and Northern America,Upper middle income,Bulgaria,2020,Sex,Male,0.840699971
183353,BGR,Europe and Northern America,Upper middle income,Bulgaria,2021,Total,,0.869700015
183360,BGR,Europe and Northern America,Upper middle income,Bulgaria,2021,Sex,Female,0.873199999
183361,BGR,Europe and Northern America,Upper middle income,Bulgaria,2021,Sex,Male,0.866599977
183416,CHE,Europe and Northern America,High income,Switzerland,2006,Total,,0.838500023
183424,CHE,Europe and Northern America,High income,Switzerland,2006,Sex,Female,0.848999977
183425,CHE,Europe and Northern America,High income,Switzerland,2006,Sex,Male,0.828999996
183440,CHE,Europe and Northern America,High income,Switzerland,2007,Total,,0.878499985
183448,CHE,Europe and Northern America,High income,Switzerland,2007,Sex,Female,0.889500022
183449,CHE,Europe and Northern America,High income,Switzerland,2007,Sex,Male,0.867699981
183464,CHE,Europe and Northern America,High income,Switzerland,2008,Total,,0.878600001
183472,CHE,Europe and Northern America,High income,Switzerland,2008,Sex,Female,0.8829
183473,CHE,Europe and Northern America,High income,Switzerland,2008,Sex,Male,0.87440002
183488,CHE,Europe and Northern America,High income,Switzerland,2009,Total,,0.883300006
183496,CHE,Europe and Northern America,High income,Switzerland,2009,Sex,Female,0.889699996
183497,CHE,Europe and Northern America,High income,Switzerland,2009,Sex,Male,0.877799988
183512,CHE,Europe and Northern America,High income,Switzerland,2010,Total,,0.894400001
183520,CHE,Europe and Northern America,High income,Switzerland,2010,Sex,Female,0.886799991
183521,CHE,Europe and Northern America,High income,Switzerland,2010,Sex,Male,0.902100027
183576,CHE,Europe and Northern America,High income,Switzerland,2011,Total,,0.894999981
183584,CHE,Europe and Northern America,High income,Switzerland,2011,Sex,Female,0.91079998
183585,CHE,Europe and Northern America,High income,Switzerland,2011,Sex,Male,0.879599988
183640,CHE,Europe and Northern America,High income,Switzerland,2012,Total,,0.909699976
183648,CHE,Europe and Northern America,High income,Switzerland,2012,Sex,Female,0.905499995
183649,CHE,Europe and Northern America,High income,Switzerland,2012,Sex,Male,0.913800001
183712,CHE,Europe and Northern America,High income,Switzerland,2013,Total,,0.912
183720,CHE,Europe and Northern America,High income,Switzerland,2013,Sex,Female,0.915600002
183721,CHE,Europe and Northern America,High income,Switzerland,2013,Sex,Male,0.908599973
183783,CHE,Europe and Northern America,High income,Switzerland,2014,Total,,0.922200024
183791,CHE,Europe and Northern America,High income,Switzerland,2014,Sex,Female,0.916800022
183792,CHE,Europe and Northern America,High income,Switzerland,2014,Sex,Male,0.927399993
183854,CHE,Europe and Northern America,High income,Switzerland,2015,Total,,0.918600023
183862,CHE,Europe and Northern America,High income,Switzerland,2015,Sex,Female,0.918500006
183863,CHE,Europe and Northern America,High income,Switzerland,2015,Sex,Male,0.918799996
183926,CHE,Europe and Northern America,High income,Switzerland,2016,Total,,0.92110002
183934,CHE,Europe and Northern America,High income,Switzerland,2016,Sex,Female,0.913100004
183935,CHE,Europe and Northern America,High income,Switzerland,2016,Sex,Male,0.929499984
183998,CHE,Europe and Northern America,High income,Switzerland,2017,Total,,0.927900016
184006,CHE,Europe and Northern America,High income,Switzerland,2017,Sex,Female,0.930999994
184007,CHE,Europe and Northern America,High income,Switzerland,2017,Sex,Male,0.925000012
184070,CHE,Europe and Northern America,High income,Switzerland,2018,Total,,0.925999999
184078,CHE,Europe and Northern America,High income,Switzerland,2018,Sex,Female,0.935000002
184079,CHE,Europe and Northern America,High income,Switzerland,2018,Sex,Male,0.917800009
184141,CHE,Europe and Northern America,High income,Switzerland,2019,Total,,0.929799974
184149,CHE,Europe and Northern America,High income,Switzerland,2019,Sex,Female,0.948000014
184150,CHE,Europe and Northern America,High income,Switzerland,2019,Sex,Male,0.911000013
184213,CHE,Europe and Northern America,High income,Switzerland,2020,Total,,0.931200027
184221,CHE,Europe and Northern America,High income,Switzerland,2020,Sex,Female,0.950200021
184222,CHE,Europe and Northern America,High income,Switzerland,2020,Sex,Male,0.912100017
184283,CHE,Europe and Northern America,High income,Switzerland,2021,Total,,0.926900029
184291,CHE,Europe and Northern America,High income,Switzerland,2021,Sex,Female,0.926199973
184292,CHE,Europe and Northern America,High income,Switzerland,2021,Sex,Male,0.92750001
184354,CYP,Northern Africa and Western Asia,High income,Cyprus,2006,Total,,0.814999998
184355,CYP,Northern Africa and Western Asia,High income,Cyprus,2006,Sex,Female,0.876100004
184356,CYP,Northern Africa and Western Asia,High income,Cyprus,2006,Sex,Male,0.753799975
184363,CYP,Northern Africa and Western Asia,High income,Cyprus,2007,Total,,0.849799991
184364,CYP,Northern Africa and Western Asia,High income,Cyprus,2007,Sex,Female,0.896600008
184365,CYP,Northern Africa and Western Asia,High income,Cyprus,2007,Sex,Male,0.799799979
184372,CYP,Northern Africa and Western Asia,High income,Cyprus,2008,Total,,0.860400021
184373,CYP,Northern Africa and Western Asia,High income,Cyprus,2008,Sex,Female,0.918600023
184374,CYP,Northern Africa and Western Asia,High income,Cyprus,2008,Sex,Male,0.795400023
184381,CYP,Northern Africa and Western Asia,High income,Cyprus,2009,Total,,0.875
184382,CYP,Northern Africa and Western Asia,High income,Cyprus,2009,Sex,Female,0.895699978
184383,CYP,Northern Africa and Western Asia,High income,Cyprus,2009,Sex,Male,0.854600012
184390,CYP,Northern Africa and Western Asia,High income,Cyprus,2010,Total,,0.850799978
184391,CYP,Northern Africa and Western Asia,High income,Cyprus,2010,Sex,Female,0.867900014
184392,CYP,Northern Africa and Western Asia,High income,Cyprus,2010,Sex,Male,0.834699988
184399,CYP,Northern Africa and Western Asia,High income,Cyprus,2011,Total,,0.868499994
184400,CYP,Northern Africa and Western Asia,High income,Cyprus,2011,Sex,Female,0.889500022
184401,CYP,Northern Africa and Western Asia,High income,Cyprus,2011,Sex,Male,0.848200023
184408,CYP,Northern Africa and Western Asia,High income,Cyprus,2012,Total,,0.875699997
184409,CYP,Northern Africa and Western Asia,High income,Cyprus,2012,Sex,Female,0.910700023
184410,CYP,Northern Africa and Western Asia,High income,Cyprus,2012,Sex,Male,0.834599972
184417,CYP,Northern Africa and Western Asia,High income,Cyprus,2013,Total,,0.897499979
184418,CYP,Northern Africa and Western Asia,High income,Cyprus,2013,Sex,Female,0.953800023
184419,CYP,Northern Africa and Western Asia,High income,Cyprus,2013,Sex,Male,0.839600027
184426,CYP,Northern Africa and Western Asia,High income,Cyprus,2014,Total,,0.933899999
184427,CYP,Northern Africa and Western Asia,High income,Cyprus,2014,Sex,Female,0.980799973
184428,CYP,Northern Africa and Western Asia,High income,Cyprus,2014,Sex,Male,0.887199998
184435,CYP,Northern Africa and Western Asia,High income,Cyprus,2015,Total,,0.948499978
184436,CYP,Northern Africa and Western Asia,High income,Cyprus,2015,Sex,Female,0.977500021
184437,CYP,Northern Africa and Western Asia,High income,Cyprus,2015,Sex,Male,0.91839999
184444,CYP,Northern Africa and Western Asia,High income,Cyprus,2016,Total,,0.91930002
184445,CYP,Northern Africa and Western Asia,High income,Cyprus,2016,Sex,Female,0.953400016
184446,CYP,Northern Africa and Western Asia,High income,Cyprus,2016,Sex,Male,0.884500027
184453,CYP,Northern Africa and Western Asia,High income,Cyprus,2017,Total,,0.908399999
184454,CYP,Northern Africa and Western Asia,High income,Cyprus,2017,Sex,Female,0.921199977
184455,CYP,Northern Africa and Western Asia,High income,Cyprus,2017,Sex,Male,0.894500017
184462,CYP,Northern Africa and Western Asia,High income,Cyprus,2018,Total,,0.92930001
184463,CYP,Northern Africa and Western Asia,High income,Cyprus,2018,Sex,Female,0.967199981
184464,CYP,Northern Africa and Western Asia,High income,Cyprus,2018,Sex,Male,0.891900003
184471,CYP,Northern Africa and Western Asia,High income,Cyprus,2019,Total,,0.931299984
184472,CYP,Northern Africa and Western Asia,High income,Cyprus,2019,Sex,Female,0.933899999
184473,CYP,Northern Africa and Western Asia,High income,Cyprus,2019,Sex,Male,0.928600013
184480,CYP,Northern Africa and Western Asia,High income,Cyprus,2020,Total,,0.876399994
184481,CYP,Northern Africa and Western Asia,High income,Cyprus,2020,Sex,Female,0.902100027
184482,CYP,Northern Africa and Western Asia,High income,Cyprus,2020,Sex,Male,0.851100028
184489,CYP,Northern Africa and Western Asia,High income,Cyprus,2021,Total,,0.886600018
184490,CYP,Northern Africa and Western Asia,High income,Cyprus,2021,Sex,Female,0.906000018
184491,CYP,Northern Africa and Western Asia,High income,Cyprus,2021,Sex,Male,0.869199991
184498,DEU,Europe and Northern America,High income,Germany,2006,Total,,0.767700016
184515,DEU,Europe and Northern America,High income,Germany,2006,Sex,Female,0.757700026
184516,DEU,Europe and Northern America,High income,Germany,2006,Sex,Male,0.777199984
184617,DEU,Europe and Northern America,High income,Germany,2007,Total,,0.766700029
184634,DEU,Europe and Northern America,High income,Germany,2007,Sex,Female,0.783599973
184635,DEU,Europe and Northern America,High income,Germany,2007,Sex,Male,0.751100004
184737,DEU,Europe and Northern America,High income,Germany,2008,Total,,0.785600007
184754,DEU,Europe and Northern America,High income,Germany,2008,Sex,Female,0.787100017
184755,DEU,Europe and Northern America,High income,Germany,2008,Sex,Male,0.784099996
184851,DEU,Europe and Northern America,High income,Germany,2009,Total,,0.759500027
184868,DEU,Europe and Northern America,High income,Germany,2009,Sex,Female,0.776899993
184869,DEU,Europe and Northern America,High income,Germany,2009,Sex,Male,0.741699994
184968,DEU,Europe and Northern America,High income,Germany,2010,Total,,0.795599997
184985,DEU,Europe and Northern America,High income,Germany,2010,Sex,Female,0.819899976
184986,DEU,Europe and Northern America,High income,Germany,2010,Sex,Male,0.770200014
185080,DEU,Europe and Northern America,High income,Germany,2011,Total,,0.802399993
185097,DEU,Europe and Northern America,High income,Germany,2011,Sex,Female,0.815999985
185098,DEU,Europe and Northern America,High income,Germany,2011,Sex,Male,0.788900018
185187,DEU,Europe and Northern America,High income,Germany,2012,Total,,0.776000023
185204,DEU,Europe and Northern America,High income,Germany,2012,Sex,Female,0.791700006
185205,DEU,Europe and Northern America,High income,Germany,2012,Sex,Male,0.760900021
185331,DEU,Europe and Northern America,High income,Germany,2013,Total,,0.789799988
185348,DEU,Europe and Northern America,High income,Germany,2013,Sex,Female,0.804499984
185349,DEU,Europe and Northern America,High income,Germany,2013,Sex,Male,0.775900006
185474,DEU,Europe and Northern America,High income,Germany,2014,Total,,0.792800009
185491,DEU,Europe and Northern America,High income,Germany,2014,Sex,Female,0.803499997
185492,DEU,Europe and Northern America,High income,Germany,2014,Sex,Male,0.782800019
185618,DEU,Europe and Northern America,High income,Germany,2015,Total,,0.787599981
185635,DEU,Europe and Northern America,High income,Germany,2015,Sex,Female,0.804799974
185636,DEU,Europe and Northern America,High income,Germany,2015,Sex,Male,0.771200001
185762,DEU,Europe and Northern America,High income,Germany,2016,Total,,0.797699988
185779,DEU,Europe and Northern America,High income,Germany,2016,Sex,Female,0.811100006
185780,DEU,Europe and Northern America,High income,Germany,2016,Sex,Male,0.785399973
185906,DEU,Europe and Northern America,High income,Germany,2017,Total,,0.799799979
185923,DEU,Europe and Northern America,High income,Germany,2017,Sex,Female,0.816900015
185924,DEU,Europe and Northern America,High income,Germany,2017,Sex,Male,0.784300029
186050,DEU,Europe and Northern America,High income,Germany,2018,Total,,0.789499998
186067,DEU,Europe and Northern America,High income,Germany,2018,Sex,Female,0.816200018
186068,DEU,Europe and Northern America,High income,Germany,2018,Sex,Male,0.765299976
186194,DEU,Europe and Northern America,High income,Germany,2019,Total,,0.796899974
186211,DEU,Europe and Northern America,High income,Germany,2019,Sex,Female,0.822700024
186212,DEU,Europe and Northern America,High income,Germany,2019,Sex,Male,0.774200022
186338,DEU,Europe and Northern America,High income,Germany,2020,Total,,0.81279999
186355,DEU,Europe and Northern America,High income,Germany,2020,Sex,Female,0.84920001
186356,DEU,Europe and Northern America,High income,Germany,2020,Sex,Male,0.77700001
186477,DEU,Europe and Northern America,High income,Germany,2021,Total,,0.783699989
186494,DEU,Europe and Northern America,High income,Germany,2021,Sex,Female,0.818300009
186495,DEU,Europe and Northern America,High income,Germany,2021,Sex,Male,0.751100004
186618,DNK,Europe and Northern America,High income,Denmark,2006,Total,,0.805400014
186619,DNK,Europe and Northern America,High income,Denmark,2006,Sex,Female,0.848200023
186620,DNK,Europe and Northern America,High income,Denmark,2006,Sex,Male,0.762099981
186627,DNK,Europe and Northern America,High income,Denmark,2007,Total,,0.726199985
186633,DNK,Europe and Northern America,High income,Denmark,2007,Sex,Female,0.782000005
186634,DNK,Europe and Northern America,High income,Denmark,2007,Sex,Male,0.671899974
186681,DNK,Europe and Northern America,High income,Denmark,2008,Total,,0.707700014
186687,DNK,Europe and Northern America,High income,Denmark,2008,Sex,Female,0.777800024
186688,DNK,Europe and Northern America,High income,Denmark,2008,Sex,Male,0.641499996
186735,DNK,Europe and Northern America,High income,Denmark,2009,Total,,0.741299987
186741,DNK,Europe and Northern America,High income,Denmark,2009,Sex,Female,0.824000001
186742,DNK,Europe and Northern America,High income,Denmark,2009,Sex,Male,0.66900003
